"YEAR","SEX","Age_group","ENTIDAD_NAME","ENTIDAD","PSY","Dx","mx","all_other","circulatory","diabetes","digestive","homicides","infectious","neoplasms","other_external","perinatal","respiratory","covid"
2021,"MALES",55,"Tlaxcala",29,27337,707,0.0258623843142993,0.0577819036581421,0.131050751931747,0.144454759145355,0.0917712587511669,0.0086251183036811,0.0135957420372099,0.0441861616209322,0.030983865494767,0,0.188640920766288,0.288909518290711
2021,"MALES",55,"Baja California Sur",3,17999,346,0.0192232901827879,0.0541201615057527,0.146352893015797,0.0735587685899668,0.0956218359679128,0.0155373187122566,0.0296520184034999,0.0961922358484182,0.0404733835909861,0,0.066248977976519,0.382242406388891
2021,"MALES",55,"Veracruz",30,197291,3588,0.0181863338925749,0.0825306048533114,0.183249944193737,0.196951523544295,0.131023958707255,0.0153450980778568,0.0189866936366443,0.0552597799872482,0.0275045505393295,0,0.0677286534202684,0.221419193040055
2021,"MALES",55,"Yucatán",31,50088,825,0.0164710110206037,0.0804825376869876,0.204978963171546,0.062876982567959,0.147132139209024,0,0.0278613908622688,0.0704222204761141,0.0440743464346559,0,0.0729372997788325,0.289234119812612
2021,"MALES",55,"Zacatecas",32,34439,637,0.0184964720229972,0.112981207079425,0.14855542625662,0.136259908217928,0.101857400348533,0.0647330056128291,0.0101686498670096,0.0711805490690671,0.0858114970595348,0,0.0711805490690671,0.197271807419986
2021,"MALES",55,"Campeche",4,20445,378,0.0184886280264123,0.0829420342420697,0.160245188429123,0.141308650930934,0.0952297430186726,0.00632455598795739,0.0186087897337977,0.079870107047919,0.0589155190401698,0,0.0616504009308871,0.29490501063847
2021,"MALES",55,"Coahuila",5,72735,936,0.0128686327077748,0.0866660948910865,0.236582355765256,0.145050112494722,0.0935389133948184,0.0045278455237657,0.019211001722263,0.0829565983461358,0.0397237502153367,0,0.0637455966238728,0.227997731022743
2021,"MALES",55,"Colima",6,17508,289,0.0165067397761024,0.067829460595708,0.151503475583382,0.117712756313308,0.0679206705417555,0.0603296491443093,0.0149213353073207,0.0856076104714697,0.0419122582167453,0,0.0682381169091452,0.324024666916856
2021,"MALES",55,"Chiapas",7,97538,1927,0.01975640263282,0.114150203896619,0.189239531595675,0.205914224050444,0.149941654421599,0.0111342912557181,0.0267058492436428,0.0626425802081169,0.0331169941449077,0,0.0750470515364569,0.132107619646821
2021,"MALES",55,"Chihuahua",8,89420,1132,0.0126593603220756,0.100337666652257,0.218002237008506,0.0883254107854378,0.130735531179912,0.0499565359835937,0.0212473964921993,0.0939782370757059,0.070454387223281,0,0.0665636516127525,0.160398945986355
2021,"MALES",55,"Ciudad de México",9,246313,4458,0.0180989229151527,0.0696243982570136,0.123218209414059,0.115753776527514,0.0825935758486554,0.0155487194906225,0.0122885968680422,0.0622615010110116,0.0118384544175867,0,0.0573038078136832,0.449568960351811
2021,"MALES",60,"Aguascalientes",1,22292,518,0.0232370357078773,0.0973862400502837,0.176226221019154,0.0973862400502837,0.0963194482288955,0.00581720238326486,0.0131096861606151,0.0936406154329651,0.0361878233993807,0,0.101131864667602,0.282794658607555
2021,"MALES",60,"Durango",10,31269,613,0.0196040807189229,0.0579621329855006,0.255570297525963,0.133870155846933,0.0914648673949467,0.00772960359312758,0.012170014167903,0.0882326027172968,0.0441862162577905,0,0.085190099175321,0.223624010335218
2021,"MALES",60,"Guanajuato",11,96714,2828,0.0292408544781521,0.0682823040706439,0.202796275275204,0.165263749126784,0.0938409610427833,0.0220123504894106,0.00722318859038502,0.0663154477963086,0.0246304127966504,0,0.0808728977518355,0.268762413059995
2021,"MALES",60,"Guerrero",12,58197,1629,0.0279911335635858,0.0944789562671506,0.150703617129388,0.178847636014301,0.0750568354396112,0.0266043538572754,0.00623558913473641,0.0498847130778913,0.0238811421040165,0,0.0672057940077146,0.327101362967915
2021,"MALES",60,"Hidalgo",13,55123,1643,0.0298060700614988,0.0676344837167619,0.144090856613971,0.177172941040648,0.0963056235532153,0.00955704661215113,0.0088218891804472,0.0646938539899461,0.0249953526779337,0,0.0573422796729068,0.349385672942019
2021,"MALES",60,"Jalisco",14,141695,3726,0.0262959172871308,0.0890163215734886,0.185722001777424,0.117626808515107,0.0840265853757152,0.013132009772096,0.0177980991524819,0.0766713192557515,0.0273300752459718,0,0.0848617230112922,0.303815056320672
2021,"MALES",60,"México",15,299174,9901,0.0330944533950143,0.060805145979871,0.160635215809744,0.210986126643793,0.0858199205720764,0.0170978128379076,0.00737114007707172,0.054108988198316,0.0149571017680561,0,0.0800671610003581,0.308151387112805
2021,"MALES",60,"Michoacán",16,80463,2583,0.0321017113455874,0.0823043671233393,0.166939490337367,0.144845547778937,0.0808311920533266,0.0235743320171401,0.00913278539852452,0.0717229005271664,0.0274872798182783,0,0.0845080137623326,0.308654091183589
2021,"MALES",60,"Morelos",17,38005,1238,0.0325746612287857,0.0624277590201396,0.1553380710252,0.143439036990335,0.0980386388793386,0.0280004768821846,0.00655593583006181,0.0450720588316749,0.0205455084462493,0,0.0594468587111791,0.381135655383637
2021,"MALES",60,"Nayarit",18,22475,513,0.022825361512792,0.0720226122483603,0.176527930530235,0.0994730193646108,0.0973806098714771,0.0179902729202137,0.00992969609232575,0.0677811347077683,0.0451773016162752,0,0.0718939637968242,0.341823458851909
2021,"MALES",60,"Nuevo León",19,102689,2174,0.0211707193565036,0.0688566748838723,0.215848379035181,0.115885880109188,0.0775596131901548,0.0115419205829013,0.0160165100377894,0.0881492596240378,0.0207442787362219,0,0.0973067317115313,0.288090752089122
2021,"MALES",60,"Baja California",2,66169,1366,0.0206441082682223,0.0774992217142133,0.201707300624051,0.105045198621143,0.104788257517887,0.0286019173625187,0.0312890969176833,0.089998120794807,0.0379358805908497,0,0.0855494738526254,0.237585532004223
2021,"MALES",60,"Oaxaca",20,70444,2263,0.0321248083584124,0.113175907360217,0.153798497303437,0.176466336192446,0.0936076124684022,0.0229368658447157,0.0079913114942851,0.068878795739632,0.0283625532935562,0,0.0603401020529008,0.274442018250408
2021,"MALES",60,"Puebla",21,101183,3816,0.0377138452111521,0.0695834595343601,0.178155090408148,0.195792462669533,0.0949229852068527,0.00898788714185289,0.00410006536859678,0.0493385765743617,0.0144574552052319,0,0.0962180812919006,0.288443936599162
2021,"MALES",60,"Querétaro",22,37367,1045,0.0279658522225493,0.0751821643243353,0.151359668552302,0.135145788617438,0.0954392732268012,0.00469408536715766,0.0138848412963122,0.0573906773580902,0.0272168602076785,0,0.0740524869136648,0.36563415413622
2021,"MALES",60,"Quintana Roo",23,25186,684,0.0271579448900183,0.0957888890769704,0.183221647851958,0.130284563157666,0.100792562017211,0.0148653798547373,0.0231739162034779,0.0791602409059234,0.0313342620252613,0,0.0643176957360627,0.277060843170732
2021,"MALES",60,"San Luis Potosí",24,49781,1434,0.0288061710291075,0.070679315401228,0.186447932687474,0.144571326957057,0.102908267301355,0.0165396808764784,0.0192761769276076,0.0674666192466267,0.033027799104648,0,0.086003708356416,0.273079173141108
2021,"MALES",60,"Sinaloa",25,57806,1283,0.0221949278621596,0.0725281127788553,0.218714983590721,0.102627799992569,0.0614084377004718,0.0125769991339287,0.0227127098344211,0.115245972122803,0.0521298140646666,0,0.0905329396522327,0.25152223112933
